host_id,host_name,host_since,host_url,host_location,about_host
162364,Mat And Randy,7/9/2010,https://www.airbnb.com/users/show/162364,"Chicago, Illinois, United States","We love to travel on a budget, no big hotels for us. We do our best to experience our trips like locals. We love the outdoors, hiking, camping, and having visitors. You will find us most times digging in the yard or enjoying a cold beer(s) with friends. 

Mat is self employed and works from home.  Randy has been a Kindergarten teacher in public schools for 22 years.

Airbnb brings travel to us and we LOVE IT!
"
170758,Eric,7/18/2010,https://www.airbnb.com/users/show/170758,"Chicago, Illinois, United States","I live in the apartment and am easy-going and respectful.  I do my best to be helpful with advice on the city and to be around to answer local questions.  

I enjoy travel, movies, playing with my cat and exploring cities - including my own, Chicago.  I grew up on the West Coast in the wine country southwest of Portland, Oregon.  I went to university in a small school in Indiana, and ended up staying in the Great Lakes region, first a couple years in Minnesota and in Chicago for the past 20+ years.  I've lived in my present place, in the River North neighborhood, for 12+ years now and really enjoy it for its close proximity to so much in the central area and excellent access to transit, while my building still manages to be quiet and peaceful.

I've traveled a fair bit myself, having visited over half of the States here in the U.S., plus Canada (Toronto), Mexico (Yucatan, Cancun, Mexico City), Panama (Panama City), Spain (Madrid, Barcelona), Puerto Rico (San Juan, Vieques, Ponce), France (Paris, Lyon), China (Beijing, Shanghai, Nanjing, Hangzhou, Hefei), Sweden (Stockholm), Switzerland (Geneva), the Netherlands (Maastricht), England (London), Austria (Vienna), Norway (Oslo, Bergen, Haugesund, Feoy), Finland (Helsinki), Turkey (Istanbul) and Russia (Moscow, Tver, Novgorod, Leningrad, Khabarovsk, Novosibirsk, Irkutsk) (was still the U.S.S.R. at the time) and Andorra.

I do work full-time outside of the home, but my office is nearby in the event of emergencies and to aid in flexible check-in times.  "
334241,Michael And Veronica,1/3/2011,https://www.airbnb.com/users/show/334241,"Chicago, Illinois, United States","Hi! We are both local business owners in the neighborhood. Mike is a Massage Therapist and Veronica is a restaurant owner.
We've been an Airbnb guest and host for a few years now and made some great friendships, as well as met some pretty wonderful people! 

Mike loves to create music and explore art/new music/explore/eat pizza, bacon, cheese, and anything with potatoes. I also love spending time with my dog Piper! She is a sweet 3 year old (Shepard mix) who loves to do tricks for treats and really likes people who like dogs :)
Veronica makes art, draws and works at her restaurant just down the street from the house..you should come by!!!

If you are bilingual in English/Spanish, ""Yo hablar un poco de español"" with you, since my girlfriend has inspired me to take lessons for our trips to Mexico City. She also owns the best Mexican restaurant , just down the street.  Hasta luego! "
272671,Two For The Road,10/27/2010,https://www.airbnb.com/users/show/272671,"Chicago, Illinois, United States","We are easy going, relaxed, have a sense of humor and are helpful in many ways to all our guests. 

"
376916,Dean,2/4/2011,https://www.airbnb.com/users/show/376916,"Chicago, Illinois, United States","I grew up in Kentucky, lived in LA, and currently call Chicago home. I am obsessed with traveling, meeting new people, and going on adventures of all kinds with my friends.  

Some of my favorite cities include Paris, Berlin, Medellin, New Orleans, and Copenhagen.  Some places I am dying to visit are Morocco, Istanbul, Tokyo, and London.

I am a stylist and event producer.  I love hosting, entertaining, and providing a great experience for anyone visiting my city.  Other things I love: my funny dogs Bunny & Goose, flea markets & thrift shops, road trips, late nights and early mornings, photo booths, and champagne.  I always say yes to fun."
626517,Gail,5/25/2011,https://www.airbnb.com/users/show/626517,"Chicago, Illinois, United States","I am an easy going, flexible host.I want my guests to feel comfortable to ask for my help when needed and to feel at home. I let my guests do their own thing unless they need my assistance. I work at a non-profit as the Manager of Volunteer Relations. I've traveled all over the world and love the idea of hosting other travelers. My travel experiences range from staying in First Class hotels to BB's or homestays.   I've lived in the same apartment for over 20 years and feel comfortable in helping visitors with things to do in Chicago."
654712,Francesca,6/2/2011,https://www.airbnb.com/users/show/654712,"Chicago, Illinois, United States","Hi, I look forward to meeting you! 
***Update: please note that after years of hosting amazing, incredible people, I had my first unfortunate group of guests who turned my home into a party house, disturbed the neighbors and damaged my possessions. Fortunately, airbnb mediated the claim. In retaliation, the guest posted my one and only negative review.  Please be assured there are no issues with the cable and internet! ***
I'm an entrepreneur, world traveler, foodie, yoga fan but don't do it as much as I should, collegiate fencer, Australian Shepherd Frisbee Champion Trainer, Italy Enthusiast, and love sailing on the waters of beautiful lake Michigan. I'm a low key, drama free individual, and will give you your private independent space, but am there to help you with any questions to make your stay more comfortable! "
701615,Daniel,6/14/2011,https://www.airbnb.com/users/show/701615,US,"Married, 3 kids.
"
683529,Joe,6/9/2011,https://www.airbnb.com/users/show/683529,"Chicago, Illinois, United States",
791089,Conrad,7/7/2011,https://www.airbnb.com/users/show/791089,"Chicago, Illinois, United States","Entrepreneur, traveled the world, designed most of the  soon 6 properties we offer for rent always striving to offer the best service to our guests,
Please do not get offended when someone else handles your inquiry or request, we are all trying our best to accommodate you"
3908,Layne,10/31/2008,https://www.airbnb.com/users/show/3908,"Chicago, Illinois, United States","Artist and Teacher, landlord, home owner, optimist, living the good life!
Born in Texas, lived in Toronto, Paris, and Austin, + have traveled extensively and have friends visiting from all over the world.  The best experiences of my life were the unexpected surprises of new people in new places, including trips to Zimbabwe and Macedonia for an artists' residency.

I believe in a life well lived, and am open to the adventure of new people passing through.
"
837429,Petru,7/19/2011,https://www.airbnb.com/users/show/837429,"Chicago, Illinois, United States",I am a licensed Real Estate Broker in the state of Illinois.  
886362,Julie,7/28/2011,https://www.airbnb.com/users/show/886362,"Chicago, Illinois, United States","Hello! My name is Julie.   Welcome to my airbnb page for my home.  I built this home a couple of years ago and have loved every second of designing it.  This last year my work gave me the opportunity to work on a project in Amsterdam and I decided to rent my home on airbnb while I'm away enjoying my new European lifestyle! Since I used to normally live in the home full time, there is everything you can possibly need from pots/pans to spices, towels, linens, etc.   

I am looking for renters that can care about my home as much as I do, which means to treat it with respect.  If you are in Chicago, it's probably for a vacation and I expect you to have fun, just please do it responsibly.    

If you are interested in renting my home please remember it is a 3 night minimum.  I will not rent to those who have not filled out alll of their verifications so please remember to do so.   I'm sure you will love my home as much as I do.  Please feel free to reach out ot me with any questions you may have about the property.

Thanks!"
899757,Meighan,7/31/2011,https://www.airbnb.com/users/show/899757,"Chicago, Illinois, United States","I have a small family (partner, Dave and daughter, Frances, 14) and a passion for nature and travel. I prefer a small cafe to a trendy restaurant, and like to spend my free time hiking, biking and gardening (ok, Dave is the gardener). I spent big chunks of my '20s and '30s in Europe, Asia, Africa and the Middle East, but travel is harder these days with a school schedule so I have been exploring the States, Mexico and South America little by little."
906713,Stephanie,8/2/2011,https://www.airbnb.com/users/show/906713,"Chicago, Illinois, United States","Creative Chicago native with an amazing space to share. been hosting via Airbnb for well over 7 yrs now and absolutely love it. an avid traveler myself, i very much enjoy meeting new people and helping guests get the most out of their time here as I have been in my own travels.
On a hiatus from interior design consulting,.. I am an artist and a quiet extrovert. 
This space is a very special home with a serene and peaceful quality about it that happens to be in the center of the Wicker Park/Ukrainian village happenings. I love it here and thus far, most everyone who has stayed does as well!!"
85708,Sarah,2/26/2010,https://www.airbnb.com/users/show/85708,"Chicago, Illinois, United States","Welcome! I'm a nonprofit/freelance professional living in (and loving) Chicago with my two barky, wonderful dogs Lois and Clarence. Live music, films, and art of all kinds are my favorite things, next to bicycles and dogs.

I enjoy all too infrequent travel (and love to stay in interesting Airbnb homes!), cooking, organizing projects, and meeting new people, and I hope you fall for this great city and its neighborhoods during your visit with me. My place is always a work in progress - very homey, humble, and (I hope!) comfortable, and just a short train ride to downtown."
1019125,Jb,8/25/2011,https://www.airbnb.com/users/show/1019125,"Chicago, Illinois, United States","Conceptual artist loves to explore... 

I've traded homes with artist friends from all over the USA and Europe and have shared spaces with dear friends and acquaintances long before airbnb was created (airbnb now expands those possibilities!). I think this is by far the most interesting and rewarding way to travel and experience some ""there"" there. I look forward to hosting and staying. 

I live in a 1880's  workers 2-flat converted to an apartment on the second floor and art studio on the first floor in the Historic Pullman neighborhood in Chicago, IL. I have a small organic food garden in the back and love to cook/prepare; raw, vegan/vegetarian, organic/healthy/gourmet - I'm not obliged to any specific diet so I enjoy lots of different foods and flavors. I try and learn one new thing a year - last year it was learning restoration of 1880's slate roof/facades with a craftsman and architect friends. This year, bringing artists to Pullman and Pullman to artists. Next, maybe exploring more permaculture ideas/trends.  

I have an absolutely lovely girlfriend who travels with me whenever possible (Amy). She is a social delight and has a wonderful way with people/cultures (like insisting on learning/speaking Spanish when we explored Spain). She offers a genuine ease with meeting new people and a welcoming charm. You'll like her.

Looking forward to meeting you...

-jb
"
1146738,Zeyna,9/12/2011,https://www.airbnb.com/users/show/1146738,"Chicago, Illinois, United States",
1173654,Jillian,9/17/2011,https://www.airbnb.com/users/show/1173654,"Chicago, Illinois, United States","I've lived in Logan Square since 1999, Wicker Park and Bucktown since 1988.  Some people call us 'old timers', some just say old...or maybe pioneers?  
My point is I know this area well and I love my city.  I've seen countless live bands here in Chicago, all kinds of genres. I've worked in the music scene and I know lots about what to do in Chicago and don't mind pointing you in the right direction for anything from shopping to entertainment, thrift stores, food, culture, acupuncture, spas, etc. I may even give you a ride there if I am not doing anything else that day.  

I thrive on art, music, architecture and designing my little house for the enjoyment of myself and my guests. I am pretty much always working on some project here (in my head or literally). I would say I am not a mainstream person and thus pretty open minded.  I am looking forward to meeting some fellow travelers and giving them a soft place to land for a few days!  I've really enjoyed meeting some guests already and look forward to more!  

I also enjoy traveling (often alone) and consider myself an outstanding and thoughtful guest, and generally pretty low maintenance. Having hosted myself, I try to always leave my space clean and fully respect all the house rules. "
1190842,Brandon,9/21/2011,https://www.airbnb.com/users/show/1190842,"Chicago, Illinois, United States","Travel addict who has decided to settle down in Chicago for a while after living in India for the past 3 years.  Born and bred in the south (Oklahoma) and lived in Dallas for 13 years before moving abroad.  Love spending time at the beach, on the slopes or anywhere with my closest friends. Always looking forward to new adventures and making new friends."
1185573,Graz Anton,9/20/2011,https://www.airbnb.com/users/show/1185573,"Chicago, Illinois, United States","Italian-born professional based in Chicago who loves to travel around the World! 
I'm fluent in English, Italian, Spanish, German, and Portuguese. Feel free to contact me with inquires about my AirBnB rentals."
1224828,Tippi,9/29/2011,https://www.airbnb.com/users/show/1224828,"Chicago, Illinois, United States","I'm originally from Thailand and have been living in Chicago area for over 30 years, and know the city inside out.  I love Chicago for its diverse ethnicity, theaters, museums, entertainment venues and restaurants.  I love scuba diving and go back to Thailand every year.  I used to work for Accenture but retired now.  My other hobbies are golf and pickleball."
1241447,Dana,10/3/2011,https://www.airbnb.com/users/show/1241447,"Guanajuato, Guanajuato, Mexico","Hey everyone! 

Thanks for checking out my properties, I hope you'll come to stay! 

A little about me: I'm a 39 year old professional photographer, traveler and serial entrepreneur. I've Sailed from Panama to Fiji over 7 months and solo cycled New Zealand and Australia for 6. I spent 4 weeks on a spiritual hermitage in India, trekked around Europe a bit, bushwhacked around the jungles of Panama treasure hunting 16th century Spanish artifacts, and have fallen in love with Cuba, twice. 

I recently lived in Costa Rica for 18 months but now live in Guanajuato, Mexico, developing several businesses. 

My life motto is, 'What would you attempt to do if you knew you could not fail?' And I'd eat guacamole or hummus every day if at all humanly possible! :)

I lived in Chicago for 9 years, and I've lived in Guanajuato now for the past 14 months, so I'm happy to recommend all the best bars, restaurants and activities (and tourist traps to avoid). I love giving local advice so please feel free to ask! 

And if ever you need anything, I'm always just a quick call, text or email away!

I hope you enjoy your visit to Chi or GTO, and I look forward to sharing my homes with you!

Cheers,
Dana"
1267472,Pedro,10/9/2011,https://www.airbnb.com/users/show/1267472,"Chicago, Illinois, United States","Originally from Spain, I am an educator that has been living and enjoying Chicago for some years. I love movies, cycling and swimming, and knowing people from other cultural backgrounds."
1311953,Ronald,10/19/2011,https://www.airbnb.com/users/show/1311953,"Chicago, Illinois, United States","A little about me...

People tell me I am easy going, social and love people.  My passion is outdoor activities.  I'm married (to a beautiful wife and I have 4 ""almost"" grown-up kids.

We enjoy family, traveling, downhill skiing, outdoor recreation, and the exciting city of Chicago."
1291732,Jenn & Kris,10/14/2011,https://www.airbnb.com/users/show/1291732,"Chicago, Illinois, United States","About Us: We are very easy going and laid back. I would love to meet and have other easy going Airbnb travelers share our apartments. I will do everything I can to make sure that all guests have a good time in Chicago.  I have so many different properties I stay at different locations time to time. You may not see me much if I'm staying at a different property or you may see me every day if i choose to stay at the property that you're sharing. Sometimes for my shared apartments you will be staying with other guests that are from the same Airbnb website. I require all guests to have VERIFIED Identification prior to making their payment uploaded to Airbnb website.   If you need anything or have any issues make sure to let me know so that I can help  :)

If you have any special requests please feel free to ask! :)

Guests I'm looking for: Easy going guests, quiet and respectful guests that understand that you will be staying in my home and that this is NOT a hotel. I expect all guests to respect my home and keep it clean and follow the rules. (Make sure you read all listings completely before you make payment). 

My Apartments: They are all very nice in good locations and clean. I do clean all locations before and after each guest stay. Since this is not a hotel there will be no daily cleaning services or room service :)

Favorite Foods: Steak, Chinese, Korean, Japanese, Pizza!

Favorite Actors: Any Nicholas Cage, Johnny Depp, Arnold Schwarzenegger 

Favorite Vacation Spots: Jamaica, Cancun, Miami FL, California, (anyplace warm!)"
1358243,June,11/1/2011,https://www.airbnb.com/users/show/1358243,"Chicago, Illinois, United States",
858008,Kassie,7/23/2011,https://www.airbnb.com/users/show/858008,"Chicago, Illinois, United States","I live in Chicago with my husband and three children ages 5 and 3 and 1.  I am a stay at home mom.  I left teaching middle school Spanish to raise my children.  My husband is the owner of Chicago Bone Broth, a Movnat trainer and wellness coach.  We love good food, adventure, traveling and meeting new people... airbnb has helped us to continue to do this and share in all of it with our children.  As hosts we enjoy meeting travelers from around the world and giving them a clean and equipped place they can call home while they are exploring the area."
1382472,Ani,11/7/2011,https://www.airbnb.com/users/show/1382472,"Chicago, Illinois, United States",I'm a /broker/writer/photographer living Chicago. 
1313038,Mark,10/19/2011,https://www.airbnb.com/users/show/1313038,"Chicago, Illinois, United States","I am a proud resident of the Logan Square community (since 2000) and the city of Chicago (since 1995).  As an avid traveler I love getting insider tips from locals.  As a host on Air BnB, I love giving great tips to guests.  Other interests include- travel, food, live music, urban hiking, Cubs baseball, drinking good coffee, welding, craft wine/ beer, reading, biking."
1426804,Afri,11/20/2011,https://www.airbnb.com/users/show/1426804,"Chicago, Illinois, United States","I am an outgoing person that loves to travel, go out, and have fun.  When I am home, I am quiet and cool, usually reading, grading papers or watching TV.  I am easy to get along with because I love people, especially children.  I love to dance, workout, and entertain guest in my backyard (in the summer). I love sharing my home with visitors because I enjoy meeting new people!"
1142145,Jim,9/11/2011,https://www.airbnb.com/users/show/1142145,"Chicago, Illinois, United States",Co-Founder of Chicago-based Medical Devices company.  Former Head of Marketing and E-Business at Audi as well as former Global Head of Internet Marketing at Motorola.  I am guy who likes to travel and stay in the centers of great cities but not stay at hotels that lack local character and charm.  Married with three kids. Cal Grad--'90.
1376077,Killian,11/6/2011,https://www.airbnb.com/users/show/1376077,"Chicago, Illinois, United States","Love Chicago, lived on the north side for most of my life, St. Louis for college, I am very social and active. I participate in community events, sitting on a Master Plan committee and President of our blockclub. Learning guitar and spanish, love Zumba and Dance Chicago, have great friends and family. Love to travel, soon to use airbnb for European trip. Live by the lake/beach, once its warm, I bike the lake."
1500490,Hailey,12/13/2011,https://www.airbnb.com/users/show/1500490,"Chicago, Illinois, United States","Hi, I'm hailey. I love snacks and bicycles and honey bees. 
More than anything I am laid-back and easy-going, and would love it if you made yourself at home.
Cheers!"
1505878,Bob,12/14/2011,https://www.airbnb.com/users/show/1505878,"Chicago, Illinois, United States","We are two friends who bought this building and lived in it for 8 years.    We completely renovated everything for our own comfort.   You will find many great amenities that you won't normally find in the average rental.

We are lifelong Chicago residents and we are glad to help you enjoy your stay in our city.   We have an extensive guest guide that we will send you that will give you our best ideas for dining, shopping, and transportation around our city.     If you need some advice or have a question, we are here to help."
1537881,Marko,12/26/2011,https://www.airbnb.com/users/show/1537881,"Chicago, Illinois, United States","I live and work in Chicago, I am originally from Croatia Europe "
1546210,Dawn,12/29/2011,https://www.airbnb.com/users/show/1546210,"Chicago, Illinois, United States","Easy going gal here, been a Chicago resident for 12 years and from the Midwest. I am in the Ad Tech industry and work downtown Chicago. One of my favorite things about traveling is meeting great new people, hoping to replicate in my hometown by accepting guests into my home. I am into travel myself, been to some fun places around the world and here in the states.  

More than happy to give you local recommendations and suggest ways to make the most out of your visit to the wonderful city of Chicago. Living with me are two lovely pets. A very friendly large yellow lab and a quiet cute tabby cat. I am a clean and respectful person and my animals are well behaved and trained. 

Staying with us will be like staying with family. My dog will become your friend the moment you walk in the door.  I like my place comfy, feel free to lounge on the couch and watch TV or sit on the balcony and enjoy a nice beverage. We want you to enjoy your time in Chicago and feel like you are home. "
259284,Cheryl,10/11/2010,https://www.airbnb.com/users/show/259284,"Chicago, Illinois, United States","Love: my 22  year old son; cooking; movies;  outdoor space; Pontooning and sailing with my boat-owning friends, Chicago Bears,  travel; and my good, good friends! I'm excited to be part of Airbnb! "
1666599,Caroline,1/28/2012,https://www.airbnb.com/users/show/1666599,"Chicago, Illinois, United States",I grew up in chicago so let me know if you want any info.
1746524,Patricia,2/13/2012,https://www.airbnb.com/users/show/1746524,"Chicago, Illinois, United States","I am a photographer and my husband is a writer.  We have lived in Hyde Park for 35 years and raised two children here.  We run, bike, and swim with our two labs, Ella and Finn, and love to hike.  We have lived in this apartment for 17 years and did extensive rehab. We garden in a community garden in the neighborhood and do a lot of cooking."
1517871,Jon,12/19/2011,https://www.airbnb.com/users/show/1517871,"Chicago, Illinois, United States","We are from Chicago and we love living in the Hyde Park neighborhood. Jon teaches, trains and works for community renewal in Chicago. Amy works with several non-profits and manages family and home life. We enjoy books, travel and walking along Lake Michigan."
845242,Jay & Elisa,7/20/2011,https://www.airbnb.com/users/show/845242,"Chicago, Illinois, United States","After living in this beautiful city for 18 years, I have discovered some unique places- I think you will find it as amazing as I do, regardless of the season. My home is a GEM in the heart of the city! If you are new to Chicago, I can leave a list of all of my favorite places as suggestions for you to visit, dine and see, both on and off the beaten path."
1876597,The Adventurers,3/7/2012,https://www.airbnb.com/users/show/1876597,"Chicago, Illinois, United States","My wife and I are global travel junkies.  We've been to over 60 countries, and maintain a wanderlust for exploring new destinations and encountering new friends. We look forward to welcoming you!
"
1890059,Ellyzabeth,3/9/2012,https://www.airbnb.com/users/show/1890059,"Chicago, Illinois, United States",Chicago is such a great city. I run a not for profit arts organization here. I love to welcome people into my home to and information about the city so that you can have a great time
1385332,Patt,11/8/2011,https://www.airbnb.com/users/show/1385332,"Chicago, Illinois, United States","I am a web designer. I am originally from Thailand but have lived in Chicago for over 20 years. Love this wonderful city. We are friendly, well-organized, easy-going, and clean. "
782802,Joe,7/5/2011,https://www.airbnb.com/users/show/782802,"Chicago, Illinois, United States"," Man of the world. Travel and art are my life.
Like museums, theatre, music. Especially classic. Foodie. Very social and easy going.
Two degrees. Three languages. Meetup enthusiast.
Love to meet new people."
2032839,Patricia,3/29/2012,https://www.airbnb.com/users/show/2032839,"Chicago, Illinois, United States","As a life-long Chicago resident, I know the city well and can tell you best places to visit, where to eat, what to do and how to get there. 

As a professional writer and consultant -- and the mother of two young-adult daughters-- I am especially aware of and understand the challenges and rewards of women traveling alone. My favorite cities include: New York, Paris, Toronto, Florence and Venice. I think any mode of transit is good if it gets you to your destination reasonably on time.

As a host, my job is to make you comfortable. I can chat or be quiet, offer as many or as few suggestions as you like and listen to your travel stories or share a few of my own.

"
1802802,Niki,2/24/2012,https://www.airbnb.com/users/show/1802802,"Chicago, Illinois, United States","I am a Chicago native.  Ask me if you need any recommendations.  I love the Cubs, street festivals, our restuarants, bars and coffeehouses.  Happy travels!!!"
2217180,Yuri,4/24/2012,https://www.airbnb.com/users/show/2217180,"Chicago, Illinois, United States","I am an actor and human beatbox based in Chicago.  I grew up in San Francisco and was raised in the Haight-Ashbury by a painter father and a violinist mother.  I have three one-person shows: MeTube, From Tel Aviv to Ramallah, and Sountrack City.  My wife, Rachel Havrelock, writes and directs my shows.  Since coming to Chicago, I've dedicated myself to the harmonica and to creating a new form of Hip-Hop Blues by fusing beatbox and harmonica.  I love traveling and bringing my musical form to people all over the world.

Rachel is a professor of English and Religious Stuides at the University of Illinois at Chicago.  She specializes in the Bible and the Middle East.  We have a four year old daughter.

I love cooking, making sushi, gardening, watching HBO, and live music.



"
2308792,Jonathan,5/6/2012,https://www.airbnb.com/users/show/2308792,"Chicago, Illinois, United States","Hello everyone!  I'm Jonathan and my friends JD, Ellen and Joey have been hosting on Airbnb for about 5 years.  We are proud of our city and our apartments and really want you to have a fabulous time during your stay with us.  We have attempted to create an easy low-key guest experience that really helps you feel like a local, plus providing the best bang for your buck, and and I hope we have achieved it!"
2367351,Leila,5/14/2012,https://www.airbnb.com/users/show/2367351,"Chicago, Illinois, United States","Hola! I cannot  wait to meet you. I have lived in Chicago for the past 50 years, so I really know the  neighborhood. I am a retired Montessorian who owned a Montessori 3-6 children's house in Pilsen, the first dual language Montessori program in the Midwest.
Hosting for Airbnb has been great fun!  I have met so many nice and interesting people from around the world and look forward to meeting you!
I am self employed and work out of my home so I'll be available to answer any questions about the neighborhood or the city. I look forward to making your stay in Chicago a restful one. "
337459,Earphoria,1/6/2011,https://www.airbnb.com/users/show/337459,"Austin, Texas, United States",Music Lover
2400107,Allison,5/17/2012,https://www.airbnb.com/users/show/2400107,"Chicago, Illinois, United States","We are a family of four, my husband Vince is a teacher and I am an artist, our two daughters are in college.  Our house is on the North side of Chicago, easy 20 minute trip by bus or train into downtown.  Between our house and downtown is Wrigley Field, Lincoln Park Zoo and several beaches.  In our neighborhood you will find great restaurants both award winning and ethnic (or both!), theaters, music venues and shopping within 5-15 minutes walking.  We love to eat out, hang out at the beach, go to see music in the local clubs and visit art shows around town. "
2414938,Sara,5/19/2012,https://www.airbnb.com/users/show/2414938,"Chicago, Illinois, United States","I am a friendly and laid back foodie, who enjoys music, live theater,
and great wine . If you like any of these things, then this is your neighborhood!
I am self employed in the healing arts.
I love to travel, and on my last vacation I used Airbnb in both Madrid and Lisbon. Fabulous experience ! I signed up for Airbnb in 2012, but never activated my account until NOW.
This should be fun ! I look forward to meeting you..."
2453507,Estelle,5/24/2012,https://www.airbnb.com/users/show/2453507,"Chicago, Illinois, United States","I love travelling and meeting other travellers.  I can make your stay in my city a little bit more comfortable and leave a nice impression of Midwest hospitality.  I just want my guests to know I am sincere and provide a clean, safe, comfortable space to re-charge for the next day's adventures.
I am a graduate of the University of Illinois in Business Administration and own a floral and event company in Chicago."
